Não,https://santander.com.br/servicos-financeiros/solucoes-de-recebimento/debito-automatico
Não,https://santander.com.br/servicos-financeiros/folha-de-pagamentos
Sim,https://santander.com.br/servicos-financeiros/solucoes-para-gestao-de-caixa/conta-escrow
Não,https://santander.com.br/sustainability/employees/health-and-safety
Sim,https://santander.com.br/seguros/para-voce/seguro-renda-medicos
Não,https://santander.com.br/ofertas-publicas/material-publicitario/rumo-sa
Não,https://santander.com.br/cartoes-pessoa-juridica/gestao-de-negocios
Sim,https://santander.com.br/consorcio-portal-consorciado
Não,https://santander.com.br/sustentabilidade/noticias/santander-sustentavel-mundo-dow-jones
Não,https://santander.com.br/sustentabilidade/noticia/adolescentes-encontram-uma-estrela-guia
Sim,https://santander.com.br/campanhas/universidades
Sim,https://santander.com.br/educacao-financeira/nome-negativado
Não,https://santander.com.br/educacao-financeira/negociacao-orientacao
Sim,https://santander.com.br/educacao-financeira/decimo-terceiro-salario
Não,https://santander.com.br/agronegocio/protecao-para-os-seus-negocios/seguro-granizo
Sim,https://santander.com.br/agronegocio/financiamentos-do-bndes/moderfrota
Não,https://santander.com.br/agronegocio/protecao-para-os-seus-negocios
Sim,https://santander.com.br/atendimento-para-voce/boletos/renegociacao-de-dividas
Não,https://santander.com.br/cartoes-santander/servicos-e-informacoes/cancelamento-de-compra
Sim,https://santander.com.br/cartao-credito-santander
Sim,https://santander.com.br/conta-pessoa-juridica
Não,https://santander.com.br/novas-regras-cheque-especial/quem-nao-recebe-salario-santander
Não,https://santander.com.br/comercio-exterior-e-cambio/exportacao/carta-de-credito-de-exportacao
Não,https://santander.com.br/comercio-exterior-e-cambio/importacao/carta-de-credito-de-importacao
Não,https://santander.com.br/comercio-exterior-e-cambio/servicos-internacionais/conta-internacional
Sim,https://santander.com.br/institucional-santander/seguranca/golpe-da-ajuda
Sim,https://santander.com.br/institucional-santander/seguranca/boletos-falsos
Sim,https://santander.com.br/educacao-financeira/ano-novo
Não,https://santander.com.br/lead/cc-aa-gold
Sim,https://santander.com.br/institucional-santander/
Não,https://santander.com.br/atendimento-empresas/modelos-de-atendimento/nucleos-atendimento-empresas/
Sim,https://santander.com.br/cartao-credito-santander?ic=header-cartoes
Sim,https://santander.com.br/cambio/moeda-estrangeira-em-especie/
Sim,https://santander.com.br/creditos-e-financiamentos/para-veiculos-e-maquinas
Não,https://santander.com.br/gestao-de-risco-financeiro/swaps/
Sim,https://santander.com.br/investimentos-e-previdencia/
Não,https://santander.com.br/investimentos/planejamento-para-12-meses/cdb-di#condicoes
Sim,https://santander.com.br/investimentos/
Não,https://santander.com.br/seguro-empresarial/para-emprestimo/seguro-capital-giro-protegido/
Não,https://santander.com.br/cartoes-santander/santander-pass/
Não,https://santander.com.br/cartoes-santander/solucoes-de-pagamento/total-parcelado/
Sim,https://santander.com.br/institucional-santander/cultura/
Não,https://santander.com.br/assessoria-financeira-e-mercado-de-capitais/ofertas-publicas/ofertas-concluidas
Não,https://santander.com.br/lead/cc-free
Não,https://santander.com.br/demais-cartoes
Não,https://santander.com.br/comercio-exterior-e-cambio/servicos-internacionais/cobranca-documentaria/
Sim,https://santander.com.br/creditos-e-financiamentos/para-veiculos-e-maquinas/financiamento-de-veiculos/
Não,https://santander.com.br/servicos-financeiros/solucoes-para-gestao-de-caixa/cash-balance/
Não,https://santander.com.br/servicos-financeiros/solucoes-de-recebimento/recolhimento-de-valores/
Sim,https://santander.com.br
Não,https://santander.com.br/atendimento-para-voce/simuladores/simulador-credito-imobiliario
Sim,https://santander.com.br/atendimento-para-voce/acesso-nao-correntista
Sim,https://santander.com.br/atendimento-para-voce/boletos
Sim,https://santander.com.br
Sim,https://santander.com.br
Sim,https://santander.com.br/atendimento-para-voce/simuladores/simulador-credito-imobiliario
