QUERY;Página
Não;https://santander.com.br/conversa-investimentos-4-1
Não;https://santander.com.br/conversa-investimentos-8-1
Não;https://santander.com.br/conversa-investimentos-8-2
Não;https://santander.com.br/investimentos-e-previdencia/lca
Não;https://santander.com.br/conversa-investimentos-5-2
Não;https://santander.com.br/conversa-investimentos-9-1
Não;https://santander.com.br/conta-pessoa-juridica/ofertas/comercio
Não;https://santander.com.br/conversa-investimentos-9-2
Não;https://santander.com.br/conversa-investimentos-10-1
Não;https://santander.com.br/investimentos-e-previdencia/lf
Não;https://santander.com.br/creditos-e-financiamentos-para-empresas/antecipacao-de-recebiveis/recebiveis-de-cartoes
Não;https://santander.com.br/conta-pessoa-juridica/ofertas/franquias
Não;https://santander.com.br/conta-pessoa-juridica/ofertas/industrias
Não;https://santander.com.br/creditos-e-financiamentos-para-empresas/antecipacao-de-recebiveis/desconto-de-duplicatas
Não;https://santander.com.br/conta-pessoa-juridica/ofertas/bares-e-restaurantes
Não;https://santander.com.br/investimentos-e-previdencia/titulos-publicos
Não;https://santander.com.br/conta-pessoa-juridica/ofertas/combustiveis
Não;https://santander.com.br/conta-pessoa-juridica/ofertas/supermercados
Não;https://santander.com.br/conta-pessoa-juridica/ofertas/servicos
Não;https://santander.com.br/conta-corrente-pessoa-fisica/servicos/folha-de-pagamento
Não;https://santander.com.br/conta-corrente-pessoa-fisica/santander-private
Não;https://santander.com.br/renegociacao-de-divida
Não;https://santander.com.br/investimentos-e-previdencia/informacoes-de-investimentos/como-avisar-sinistro
Não;https://santander.com.br/comercio-exterior-e-cambio/cambio/cambio-futuro
Não;https://santander.com.br/comercio-exterior-e-cambio/servicos-internacionais/assinatura-digital
Não;https://santander.com.br/comercio-exterior-e-cambio/portal-de-negocios-internacionais
Não;https://santander.com.br/cartoes-santander/esfera
Sim;https://santander.com.br/getnet
Não;https://santander.com.br/investimentos-e-previdencia/compromissada
Não;https://santander.com.br/conta-corrente-pessoa-fisica/outras-contas
Não;https://santander.com.br/conta-corrente-pessoa-fisica/santander-private/agentes-autonomos
Não;https://santander.com.br/institucional-santander/santander-no-mundo
Não;https://santander.com.br/conta-corrente-pessoa-fisica/informacoes/encerramento-de-conta
Não;https://santander.com.br/conta-corrente-pessoa-fisica/santander-private/produtos-e-servicos
Não;https://santander.com.br/cartoes-santander/acesso-salas-vip
Não;https://santander.com.br/assessoria-financeira-e-mercado-de-capitais/investment-banking/ecm
Não;https://santander.com.br/assessoria-financeira-e-mercado-de-capitais/investment-banking/m-a
Não;https://santander.com.br/assessoria-financeira-e-mercado-de-capitais/global-debt-financing/financiamento-para-aquisicoes
Não;https://santander.com.br/institucional-santander/cultura/patrocinios
Não;https://santander.com.br/assessoria-financeira-e-mercado-de-capitais/global-debt-financing/debit-capital-markets
Não;https://santander.com.br/assessoria-financeira-e-mercado-de-capitais/global-debt-financing/project-finance
Não;https://santander.com.br/assessoria-financeira-e-mercado-de-capitais/global-debt-financing/emprestimos-sindicalizados-club-deals
Não;https://santander.com.br/conta-corrente-pessoa-fisica/funcionario-publico
Não;https://santander.com.br/conta-corrente-pessoa-fisica/servicos/debito-automatico
Não;https://santander.com.br/saude/clinicas-e-consultorios
Não;https://santander.com.br/saude/medicos
Não;https://santander.com.br/saude/universitarios-medicina
Não;https://santander.com.br/saude/hospitais-centros-de-diagnosticos-e-operadoras-de-saude
Não;https://santander.com.br/comercio-exterior-e-cambio/financiamentos-emprestimos
Não;https://santander.com.br/comercio-exterior-e-cambio/garantia-internacional
Não;https://santander.com.br/comercio-exterior-e-cambio/cambio
Não;https://santander.com.br/seguro-empresarial/para-emprestimo
Não;https://santander.com.br/seguro-empresarial/para-funcionario
Não;https://santander.com.br/comercio-exterior-e-cambio
Não;https://santander.com.br/seguro-empresarial
Não;https://santander.com.br/conta-corrente-pessoa-fisica/servicos
Não;https://santander.com.br/conta-corrente-pessoa-fisica/informacoes
Não;https://santander.com.br/cartoes-santander/servicos-e-informacoes/pagamento-de-conta-no-cartao
Não;https://santander.com.br/atendimento-empresas/santander-digital/nexus
Sim;https://santander.com.br/seguros/para-voce
Sim;https://santander.com.br/seguros/assistencia-24-horas
Não;https://santander.com.br/seguros/para-emprestimo
Não;https://santander.com.br/institucional-santander/cultura/projetos-e-patrocinios
Não;https://santander.com.br/institucional-santander/cultura/colecao
Não;https://santander.com.br/institucional-santander/cultura/artes-visuais
Não;https://santander.com.br/institucional-santander/cultura/predio
Não;https://santander.com.br/institucional-santander/cultura/programacao
Não;https://santander.com.br/conv-emprestimos-3-1
Não;https://santander.com.br/conv-emprestimos-4-1
Não;https://santander.com.br/conv-emprestimos-8-2
Não;https://santander.com.br/conv-emprestimos-10-1
Não;https://santander.com.br/governos-instituicoes
Não;https://santander.com.br/cartoes-santander
Não;https://santander.com.br/campanhas/ficar-com-a-gente
Não;https://santander.com.br/campanhas/fique-com-a-gente
Não;https://santander.com.br/cartoes-santander/solucoes-de-pagamento
Não;https://santander.com.br/cartoes-santander/servicos-e-informacoes
Não;https://santander.com.br/campanhas/continuar-com-a-gente
Não;https://santander.com.br/campanhas/continue-com-a-gente
Não;https://santander.com.br/campanhas/fica-servidor
Não;https://santander.com.br/campanhas/radar
Não;https://santander.com.br/campanhas/acreditar
Não;https://santander.com.br/campanhas/credito-com-atitude
Não;https://santander.com.br/institucional-santander/santander-no-brasil
Não;https://santander.com.br/institucional-santander/cultura/memoria-institucional
Não;https://santander.com.br/institucional-santander/governanca-corporativa
Não;https://santander.com.br/institucional-santander
Não;https://santander.com.br/campanhas/renegocie-pj
Não;https://santander.com.br/campanhas/solucoes-veiculos
Não;https://santander.com.br/investimentos/produtos-da-corretora
Não;https://santander.com.br/institucional-santander/fornecedores
Não;https://santander.com.br/assessoria-financeira-e-mercado-de-capitais/global-debt-financing
Não;https://santander.com.br/assessoria-financeira-e-mercado-de-capitais/ofertas-publicas/ofertas-publicas
Não;https://santander.com.br/assessoria-financeira-e-mercado-de-capitais
Não;https://santander.com.br/assessoria-financeira-e-mercado-de-capitais/ofertas-publicas/ofertas-em-andamento
Não;https://santander.com.br/cartoes-santander/servicos-e-informacoes/outros-servicos
Não;https://santander.com.br/institucional-santander/cultura/o-que-voce-encontra
Não;https://santander.com.br/cartoes-descontinuados
Não;https://santander.com.br/cards-family
Não;https://santander.com.br/saude
Não;https://santander.com.br/institucional-santander/cultura
Não;https://santander.com.br/institucional-santander/cultura/projetos-institucionais
Não;https://santander.com.br/atendimento-para-voce/boletos/emissao-de-certificado-e-boleto
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-sl-25off
Não;https://santander.com.br/campanhas/acidentes-pessoais-sob-medida
Não;https://santander.com.br/campanhas/acidentes-pessoais-sob-medida-vg
Não;https://santander.com.br/cc-smiles-gold
Não;https://santander.com.br/cc-smiles-platinum
Não;https://santander.com.br/cc-smiles-infinite
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-vg
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-vg-25off
Não;https://santander.com.br/campanhas/consignado-preventivo
Não;https://santander.com.br/campanhas/microcredito
Não;https://santander.com.br/campanhas/organizacao-financeira
Não;https://santander.com.br/campanhas/supercredito
Não;https://santander.com.br/campanhas/fopa-gol
Não;https://santander.com.br/conv-negocios-internacionais-5-1
Não;https://santander.com.br/conv-negocios-internacionais-3-1
Não;https://santander.com.br/conv-negocios-internacionais-3-2
Não;https://santander.com.br/campanhas/cartoes-pj
Não;https://santander.com.br/atendimento-empresas/santander-digital/portal-cash
Não;https://santander.com.br/analise-economica/destaques-semanais-e-projecoes-macroeconomicas
Não;https://santander.com.br/analise-economica/estudos-macro
Não;https://santander.com.br/cartao-credito-santander/dufry
Não;https://santander.com.br/cartao-credito-santander/oab-sp
Não;https://santander.com.br/cartao-credito-santander/basico
Não;https://santander.com.br/cartao-credito-santander/vivo-internacional
Não;https://santander.com.br/cartoes-santander/pessoa-fisica/aa-platinum
Não;https://santander.com.br/campanhas/seguro-vida-premiado-select
Não;https://santander.com.br/campanhas/seguro-vida-premiado-vg
Não;https://santander.com.br/conv-emprestimos-5-1
Não;https://santander.com.br/atendimento-para-voce/id-santander
Não;https://santander.com.br/cartoes-santander/solucoes-de-pagamento/parcelamento-automatico
Não;https://santander.com.br/agronegocio/protecao-para-os-seus-negocios/seguro-agricola-florestal
Não;https://santander.com.br/creditos-e-financiamentos/para-voce/antecipacao-de-13-salario
Não;https://santander.com.br/creditos-e-financiamentos/para-voce/antecipacao-de-imposto-de-renda
Não;https://santander.com.br/comercio-exterior-e-cambio/cambio/cambio-pessoa-juridica
Não;https://santander.com.br/conta-corrente-pessoa-fisica/servicos/limite-de-conta-santander
Não;https://santander.com.br/cambio/moeda-estrangeira-em-especie
Não;https://santander.com.br/cambio/ordem-de-pagamento
Não;https://santander.com.br/creditos-e-financiamentos/para-veiculos-e-maquinas/financiamento-de-veiculos
Não;https://santander.com.br/seguros/seguro-auto
Não;https://santander.com.br/creditos-e-financiamentos/para-voce/credito-com-veiculo-como-garantia
Não;https://santander.com.br/creditos-e-financiamentos/para-voce/credito-consignado
Sim;https://santander.com.br/seguros/para-voce/seguro-acidentes-pessoais-premiado
Não;https://santander.com.br/agronegocio/protecao-para-os-seus-negocios/seguro-colheita-protegida
Não;https://santander.com.br/agronegocio/protecao-para-os-seus-negocios/seguro-de-maquinas-e-equipamentos
Não;https://santander.com.br/analise-economica/macroeconomic-research
Não;https://santander.com.br/analise-economica/macro-markets-daily
Não;https://santander.com.br/analise-economica/latin-america-strategy-and-macro-views
Não;https://santander.com.br/creditos-e-financiamentos/para-voce/credito-pessoal
Não;https://santander.com.br/agronegocio/protecao-para-os-seus-negocios/credito-protegido-agro
Não;https://santander.com.br/creditos-e-financiamentos/para-veiculos-e-maquinas/financiamento-de-maquinas-e-equipamentos
Não;https://santander.com.br/capitalizacao/numeros-sorteados
Não;https://santander.com.br/analise-economica/relatorio-diario-de-economia-e-mercados
Não;https://santander.com.br/creditos-e-financiamentos/para-voce/credito-consignado-publico-e-privado
Não;https://santander.com.br/promocoes
Não;https://santander.com.br/analise-economica/boletins-regionais-setoriais-e-estudos
Não;https://santander.com.br/analise-economica/apresentacoes-cenarios-economico-em-graficos
Não;https://santander.com.br/capitalizacao/titulos-fora-de-comercializacao
Não;https://santander.com.br/tarifas-e-pacotes-pessoa-fisica-private
Não;https://santander.com.br/tarifas-e-pacotes-pessoa-fisica-select
Não;https://santander.com.br/campanhas/seguro-protecao-residencial
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-vg-casa
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-vg-apartamento
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-para-casa
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-sl
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-para-meu-apartamento
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-sl-casa
Não;https://santander.com.br/conheca-novo-site
Não;https://santander.com.br/privaterelatorios
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-vg-25off-casa
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-vg-25off-apartamento
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-sl-apartamento
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-pf-25off
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-25off-para-minha-casa
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-25off-para-meu-apartamento
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-sl-25off-casa
Não;https://santander.com.br/campanhas/seguro-protecao-residencial-sl-25off-apartamento
Não;https://santander.com.br/investimentos-e-previdencia/ouro
Não;https://santander.com.br/investimentos-e-previdencia/tesouro-direto
Não;https://santander.com.br/investimentos-e-previdencia/fundos-imobiliarios
Não;https://santander.com.br/investimentos-e-previdencia/carteira-perfil-conservador
Não;https://santander.com.br/investimentos-e-previdencia/carteira-perfil-moderado
Não;https://santander.com.br/investimentos-e-previdencia/carteira-perfil-arrojado
Não;https://santander.com.br/investimentos-e-previdencia/futuros
Não;https://santander.com.br/investimentos-e-previdencia/debentures-incentivadas
Não;https://santander.com.br/conta-pessoa-juridica/santander-mais-gestao
Não;https://santander.com.br/investimentos-e-previdencia/etfs
Não;https://santander.com.br/investimentos-e-previdencia/empresas-americanas
Não;https://santander.com.br/investimentos-e-previdencia/opcoes
Sim;https://santander.com.br/atendimento-para-voce/select-direct
Não;https://santander.com.br/institucional-santander/seguranca/dicas-seguranca
Não;https://santander.com.br/capitalizacao/din-din-do-milhao
Não;https://santander.com.br/campanhas/din-din-do-milhao
Sim;https://santander.com.br/campanhas/select-direct
Não;https://santander.com.br/institucional-santander/seguranca/mps
Não;https://santander.com.br/campanhas-financeira
Não;https://santander.com.br/campanhas/planos-economicos
Não;https://santander.com.br/campanhas/governo-sp-sl
Não;https://santander.com.br/campanhas/governo-sp-vg
Não;https://santander.com.br/campanhas/governo-sp
Não;https://santander.com.br/seguro-empresarial/seguro-faturamento-getnet
Não;https://santander.com.br/atendimento-para-voce/van-gogh-direct
Não;https://santander.com.br/cambio/one-pay-cambio
Não;https://santander.com.br/investimentos-e-previdencia/cdb
Não;https://santander.com.br/investimentos-e-previdencia/outros-investimentos
Não;https://santander.com.br/campanhas/conta-ole
Não;https://santander.com.br/campanhas/cliente-ole
Não;https://santander.com.br/promocoes/financiamento
Não;https://santander.com.br/creditos-e-financiamentos/para-voce/financiamento-graduacao-medicina
Não;https://santander.com.br/creditos-e-financiamentos/para-voce/financiamento-pos-graduacao
Não;https://santander.com.br/campanhas/portabilidade
Não;https://santander.com.br/campanhas/solucoespj
Não;https://santander.com.br/universidades/emprego
Não;https://santander.com.br/universidades/termos-de-uso-app-universitario
Não;https://santander.com.br/atendimento-para-voce/atualizacao-de-cadastro
Não;https://santander.com.br/universidades/empreendedorismo
Não;https://santander.com.br/sustentabilidade/noticias/confira-o-relatorio-anual-2017
Não;https://santander.com.br/sustentabilidade/noticias/ha-12-anos-investindo-na-expansao-das-energias-renovaveis-no-brasil
Não;https://santander.com.br/sustentabilidade/noticias/amigo-de-valor-abre-edital-de-novos-projetos
Não;https://santander.com.br/sustentabilidade/noticias/risco-socioambiental-chega-ao-varejo-do-santander
Não;https://santander.com.br/sustentabilidade/noticias/programa-apoia-empreendedores-na-gestao-dos-negocios
Não;https://santander.com.br/sustentabilidade/noticias/estamos-na-carteira-do-ise-pelo-oitavo-ano
Não;https://santander.com.br/sustentabilidade/noticias/veja-como-foi-evento-o-amanha-da-amazonia-e-hoje
Não;https://santander.com.br/sustentabilidade/noticias/estacoes-de-ginastica-ao-ar-livre-para-pessoas-com-deficiencia
Não;https://santander.com.br/sustentabilidade/noticias/o-amanha-da-amazonia-e-hoje
Não;https://santander.com.br/sustentabilidade/noticias/rumo-a-economia-de-baixo-carbono
Não;https://santander.com.br/sustentabilidade/noticias/santander-testa-nova-metodologia-de-analise-de-risco-hidrico
Não;https://santander.com.br/sustentabilidade/noticias/sustentabilidade-na-pauta-da-semana-somos-santander
Não;https://santander.com.br/sustentabilidade/noticias/credito-para-sustentabilidade
Não;https://santander.com.br/sustentabilidade/noticias
Não;https://santander.com.br/sustentabilidade/sociedade/parceiro-do-idoso
Não;https://santander.com.br/creditos-e-financiamentos/para-voce/cdc-socioambiental-solar
Não;https://santander.com.br/agronegocio/outros-financiamentos-e-emprestimos/cdc-agro-solar
Não;https://santander.com.br/creditos-e-financiamentos-para-empresas/expansao-de-negocios/cdc-sustentavel-solar
Não;https://santander.com.br/campanhas/agosto
Não;https://santander.com.br/campanhas/eudouosangue
Não;https://santander.com.br/sustentabilidade/sociedade/ensino-superior
Não;https://santander.com.br/sustentabilidade/sociedade/investimento-social
Não;https://santander.com.br/sustentabilidade/sociedade
Não;https://santander.com.br/sustentabilidade/posicionamento/estrategia
Não;https://santander.com.br/conta-pessoa-juridica/ofertas/hoteis
Não;https://santander.com.br/sustentabilidade/gestao-de-atividades/construcao-sustentavel
Não;https://santander.com.br/sustentabilidade/gestao-de-atividades/governanca-climatica
Não;https://santander.com.br/campanhas/agosto-disclaimer
Não;https://santander.com.br/sustentabilidade/posicionamento
Não;https://santander.com.br/sustentabilidade/negocios-socioambientais
Não;https://santander.com.br/sustentabilidade/gestao-de-atividades/meio-ambiente
Não;https://santander.com.br/sustentabilidade/gestao-de-atividades
Não;https://santander.com.br/sustentabilidade
Não;https://santander.com.br/campanhas/programa-ole
Não;https://santander.com.br/sustentabilidade/negocios-socioambientais/para-voce
Não;https://santander.com.br/creditos-e-financiamentos-para-empresas/expansao-de-negocios/cdc-sustentavel
Não;https://santander.com.br/creditos-e-financiamentos-para-empresas/expansao-de-negocios/capital-de-giro-sustentavel
Não;https://santander.com.br/campanhas/acesso-wifi
Não;https://santander.com.br/investimentos-e-previdencia/letra-imobiliaria-garantida
Não;https://santander.com.br/sustentabilidade/gestao-de-atividades/gestao-de-risco
Não;https://santander.com.br/agronegocio/outros-financiamentos-e-emprestimos/cdc-agro-socioambienal
Não;https://santander.com.br/sustentabilidade/negocios-socioambientais/green-bonds
Não;https://santander.com.br/amigodevalor/apae-aguai-sp
Não;https://santander.com.br/campanhas/work-cafe
Sim;https://santander.com.br/amigodevalor/arte-cultura-esporte
Não;https://santander.com.br/amigodevalor/historia-das-historias
Não;https://santander.com.br/amigodevalor/ana-ataide
Não;https://santander.com.br/amigodevalor/arvore-vida
Não;https://santander.com.br/amigodevalor/projeto-aguia
Não;https://santander.com.br/amigodevalor/oasis
Não;https://santander.com.br/amigodevalor/mudando-destinos
Não;https://santander.com.br/amigodevalor/projeto-criar
Não;https://santander.com.br/amigodevalor/labconecta
Não;https://santander.com.br/amigodevalor/anfiteatro-saber
Não;https://santander.com.br/amigodevalor/juventude
Não;https://santander.com.br/amigodevalor/cenprhe
Não;https://santander.com.br/amigodevalor/investindo-futuro
Não;https://santander.com.br/amigodevalor/acolher-proteger
Não;https://santander.com.br/amigodevalor/educar-transformar
Não;https://santander.com.br/sustentabilidade/negocios-socioambientais/para-sua-empresa
Não;https://santander.com.br/campanhas/universidade
Sim;https://santander.com.br/campanhas/vem-pro-santander
Não;https://santander.com.br/sustentabilidade/noticias/amazonia-tem-pressa
Não;https://santander.com.br/conta-corrente-pessoa-fisica/informacoes/santander-portabilidade
Não;https://santander.com.br/sustentabilidade/noticias/futuro-das-energias-renovaveis
Não;https://santander.com.br/consorcio
Não;https://santander.com.br/sustentabilidade/noticias/16-edicao-programa-amigo-de-valor
Não;https://santander.com.br/comercio-exterior-e-cambio/servicos-internacionais/assinatura-eletronica
Não;https://santander.com.br/sustentabilidade/negocios-socioambientais/empreendedorismo
Não;https://santander.com.br/cartoes-santander/samsung-pay
Não;https://santander.com.br/atendimento-para-voce/novo-internet-banking
Não;https://santander.com.br/sustentabilidade/gestao-de-atividades/funcionarios
Não;https://santander.com.br/horarios-final-de-ano
Não;https://santander.com.br/sustentabilidade/educacao-financeira/definir-e-realizar-objetivos
Não;https://santander.com.br/creditos-e-financiamentos/para-voce/portabilidade-credito-consignado
Não;https://santander.com.br/investimentos-e-previdencia/carteira-perfil-balanceado
Não;https://santander.com.br/investimentos-e-previdencia/carteira-perfil-agressivo
Não;https://santander.com.br/campanhas/seguros
Não;https://santander.com.br/campanhas/santanderon
Não;https://santander.com.br/sustentabilidade/sociedade/inclusao-bancaria
